552891;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18117;虾逛覆盖商场使用;282484547;虾逛
552892;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18118;虾逛覆盖商场使用;282484547;虾逛
552893;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18119;虾逛覆盖商场使用;282484547;虾逛
552894;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18120;虾逛覆盖商场使用;282484547;虾逛
552895;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18121;虾逛覆盖商场使用;282484547;虾逛
552896;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18122;虾逛覆盖商场使用;282484547;虾逛
552897;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18123;虾逛覆盖商场使用;282484547;虾逛
552898;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18124;虾逛覆盖商场使用;282484547;虾逛
552899;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18125;虾逛覆盖商场使用;282484547;虾逛
552900;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18126;虾逛覆盖商场使用;282484547;虾逛
552901;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18127;虾逛覆盖商场使用;282484547;虾逛
552902;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18128;虾逛覆盖商场使用;282484547;虾逛
552903;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18129;虾逛覆盖商场使用;282484547;虾逛
552904;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18130;虾逛覆盖商场使用;282484547;虾逛
552905;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18131;虾逛覆盖商场使用;282484547;虾逛
552906;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18132;虾逛覆盖商场使用;282484547;虾逛
552907;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18133;虾逛覆盖商场使用;282484547;虾逛
552908;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18134;虾逛覆盖商场使用;282484547;虾逛
552909;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18135;虾逛覆盖商场使用;282484547;虾逛
552910;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18136;虾逛覆盖商场使用;282484547;虾逛
552911;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18137;虾逛覆盖商场使用;282484547;虾逛
552912;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18138;虾逛覆盖商场使用;282484547;虾逛
552913;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18139;虾逛覆盖商场使用;282484547;虾逛
552914;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18140;虾逛覆盖商场使用;282484547;虾逛
552915;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18141;虾逛覆盖商场使用;282484547;虾逛
552916;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18142;虾逛覆盖商场使用;282484547;虾逛
552917;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18143;虾逛覆盖商场使用;282484547;虾逛
552918;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18144;虾逛覆盖商场使用;282484547;虾逛
552919;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18145;虾逛覆盖商场使用;282484547;虾逛
552920;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18146;虾逛覆盖商场使用;282484547;虾逛
552921;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18147;虾逛覆盖商场使用;282484547;虾逛
552922;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18148;虾逛覆盖商场使用;282484547;虾逛
552923;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18149;虾逛覆盖商场使用;282484547;虾逛
552924;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18150;虾逛覆盖商场使用;282484547;虾逛
552925;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18151;虾逛覆盖商场使用;282484547;虾逛
552926;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18152;虾逛覆盖商场使用;282484547;虾逛
552927;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18153;虾逛覆盖商场使用;282484547;虾逛
552928;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18154;虾逛覆盖商场使用;282484547;虾逛
552929;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18155;虾逛覆盖商场使用;282484547;虾逛
552930;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18156;虾逛覆盖商场使用;282484547;虾逛
552931;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18158;虾逛覆盖商场使用;282484547;虾逛
552932;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18159;虾逛覆盖商场使用;282484547;虾逛
552933;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18160;虾逛覆盖商场使用;282484547;虾逛
552934;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18161;虾逛覆盖商场使用;282484547;虾逛
552935;FDA50693-A4E2-4FB1-AFCF-C6EB07647825;10004;18162;虾逛覆盖商场使用;282484547;虾逛
